Date,Time,AC Penrose NO_MCG 1h average [痢/m設,AC Penrose NO2_MCG 1h average [痢/m設,AC Penrose NOX_MCG 1h average [痢/m設,AC Penrose PM10 1h average [痢/m設,AC Penrose PM2.5 1h average [痢/m設,AC Penrose RH 1h average [%],AC Penrose SO2_MCG 1h average [痢/m設,AC Penrose TEMP 1h average [蚓],AC Penrose WDR 1h average [財,AC Penrose WSP 1h average [m/s]
13/05/2024,22:00,74.488,41.133,115.622,26.967,26.8,84.717,4.164,9.92,173.87,0.667
13/05/2024,23:00,72.722,36.733,109.454,34.283,27.8,86.983,4.924,9.43,229.75,0.583
13/05/2024,24:00:00,57.368,28.7,86.068,23.017,28.617,89.233,3.295,8.85,232.27,0.633
14/05/2024,1:00,,,,19.04,30.44,91.4,3.821,8.52,71.03,0.8
14/05/2024,2:00,32.185,22.266,54.451,13.05,24.05,93,2.924,7.85,181.23,0.85
14/05/2024,3:00,24.25,23.91,48.159,6.5,17.3,94.117,3.151,8,124.33,0.733
14/05/2024,4:00,19.171,22.912,42.083,14.967,11.433,95.167,3.784,7.85,247.45,0.617
14/05/2024,5:00,26.4,20.927,47.327,8.567,8.233,95.267,3.393,7.25,236.37,0.617
14/05/2024,6:00,51.914,24.05,75.964,11.933,9.267,95.95,10.418,7.3,186.8,0.65
14/05/2024,7:00,139.338,37.741,177.078,15.767,10.217,95.983,13.804,7.78,126.15,0.6
14/05/2024,8:00,222.105,55.353,277.458,18.4,13.55,95.817,11.562,9.12,285.22,0.483
14/05/2024,9:00,291.778,71.234,363.012,27.85,27.92,94.65,16.286,9.93,233.4,0.517
14/05/2024,10:00,197.677,60.441,258.118,43.9,35.1,92.25,10.184,11.42,68.92,0.483
14/05/2024,11:00,20.39,27.511,47.901,35.233,16.067,87.167,4.715,13.25,53.2,2.283
14/05/2024,12:00,2.955,11.62,14.575,11.533,-1.15,80.233,3.534,14.72,45.53,2.483
14/05/2024,13:00,2.287,8.559,10.846,5.417,,74.967,2.062,15.35,46.55,2.85
14/05/2024,14:00,1.512,8.282,9.794,8.333,-5.733,72.783,1.431,15.77,36.58,2.767
14/05/2024,15:00,2.709,11.289,13.998,10.1,-6,78.267,2.547,15.4,58.5,2.267
14/05/2024,16:00,1.682,9.55,11.231,1.933,-2.833,75.417,2.261,15.77,45.43,2.417
14/05/2024,17:00,1.637,12.016,13.653,6.267,-2.48,71.717,1.595,16.03,47.28,2.383
14/05/2024,18:00,1.09,12.239,13.328,7.55,0.633,76.817,1.727,15.42,55.7,2.1
14/05/2024,19:00,1.391,15.624,17.016,7.033,-0.317,78.067,1.628,15.18,59.72,1.717
14/05/2024,20:00,0.925,6.898,7.823,4.133,1.833,70.133,2.711,15.8,30.32,2.333
14/05/2024,21:00,0.654,3.307,3.962,11.383,0.083,69.65,2.51,15.8,27.3,2.9
14/05/2024,22:00,0.969,2.61,3.58,1.183,-0.217,69.417,3.466,16.07,37.02,3.133
14/05/2024,23:00,0.683,1.698,2.381,5.417,-0.833,73.433,3.528,16.28,31.48,3.533
14/05/2024,24:00:00,0.726,1.326,2.052,11.1,1.633,78.283,2.653,15.92,30.45,3.583
15/05/2024,1:00,0.333,0.957,1.289,3.9,-0.84,89.5,,15.13,44.65,3.65
15/05/2024,2:00,0.594,0.919,1.513,-0.2,3.717,93,1.961,14.87,53.42,2.583
15/05/2024,3:00,0.442,1.09,1.532,9.217,-0.467,93.533,2.58,15.18,44.48,2.95
15/05/2024,4:00,0.563,0.543,1.106,0.683,2.883,86.467,2.592,15.78,33.37,3.417
15/05/2024,5:00,0.612,0.543,1.155,19.15,0.717,86.367,3.174,15.82,39.52,3.75
15/05/2024,6:00,0.605,1.466,2.071,12.45,2.967,94.233,2.967,15.75,41.23,3.75
15/05/2024,7:00,0.449,1.538,1.986,13.133,2.95,95.883,2.377,15.98,20.97,4.7
15/05/2024,8:00,1.208,5.655,6.863,10.683,2.05,95.933,2.341,15.92,19.03,3.1
15/05/2024,9:00,1.543,6.987,8.53,1.717,3.46,94.567,3.118,16.62,20.42,3.183
15/05/2024,10:00,1.738,3.048,4.785,5.72,3.8,89.55,3.591,18.05,10.05,3.817
15/05/2024,11:00,0.963,2.238,3.2,7.667,6.017,90.433,2.621,18.35,65.42,4.633
15/05/2024,12:00,1.092,1.814,2.906,16.983,4.033,84,2.355,19.22,9.92,4.767
15/05/2024,13:00,1.545,4.206,5.751,22.383,4.517,86.85,1.549,18.55,163.63,4.383
15/05/2024,14:00,3.384,6.027,9.411,8.933,2.6,77.967,1.7,18.23,295.67,3.833
15/05/2024,15:00,3.138,6.256,9.394,17.3,6.383,75.9,2.156,17.92,296.85,4
15/05/2024,16:00,3.417,9.307,12.724,14.017,4.25,74.483,,17.6,291.68,2.6
15/05/2024,17:00,3.205,11.716,14.921,19.683,4.7,71.333,,17.57,290.48,2.467
15/05/2024,18:00,2.18,17.944,20.124,28.567,9.467,72.05,2.502,16.67,301.23,1.7
15/05/2024,19:00,2.039,25.994,28.033,21.633,10.767,77.333,1.187,15.52,230.35,1.033
15/05/2024,20:00,1.612,19.325,20.937,24,9.55,84.2,1.283,14.27,16.12,1.333
15/05/2024,21:00,1.338,14.278,15.616,27.217,11.983,87.4,3.173,13.78,19.57,1.7
15/05/2024,22:00,1.286,11.053,12.339,19.317,10.683,89.367,2.576,13.6,16.8,1.233
15/05/2024,23:00,1.168,7.26,8.428,19.25,7.667,87.55,2.679,13.68,16.1,1.283
15/05/2024,24:00:00,1.009,7.243,8.253,23.233,6.667,87.333,2.586,13.22,23.32,1.167
16/05/2024,1:00,,,,24.46,4.7,89.283,3.241,13.13,122.9,1.517
16/05/2024,2:00,0.954,2.914,3.868,7.917,5.45,88.1,2.759,13.8,66.35,2.117
16/05/2024,3:00,1.076,0.926,2.002,13.55,3.933,88.083,3.398,14.02,125.13,2.567
16/05/2024,4:00,1.007,0.714,1.721,13.333,3.583,85.167,3.354,14.35,180.47,3.167
16/05/2024,5:00,1.07,0.577,1.647,22.6,4.883,86.117,2.425,14.45,175.55,3.233
16/05/2024,6:00,1.467,3.232,4.699,17.3,4.883,93.15,2.32,13.63,350.6,3.05
16/05/2024,7:00,1.671,10.95,12.621,10.433,5.083,96.017,2.817,13.85,279.7,2.467
16/05/2024,8:00,2.372,14.148,16.52,6.533,5.95,90.017,2.716,15.17,306.07,3.183
16/05/2024,9:00,3.037,11.907,14.944,17.95,4.12,85.4,2.679,15.77,301.57,3.5
16/05/2024,10:00,4.02,10.25,14.27,16.1,7.933,83.65,3.083,16.28,294.02,4.05
16/05/2024,11:00,5.416,10.431,15.847,5.583,4.183,86.617,2.157,16.47,259.2,4.6
16/05/2024,12:00,7.051,8.979,16.03,20.15,4.633,85.933,2.677,16.78,239.97,6.667
16/05/2024,13:00,11.66,11.159,22.819,9.95,3.567,76.483,3.043,17.15,222.77,7.2
16/05/2024,14:00,13.559,15.734,29.292,10.233,5.533,72.983,4.28,17.47,217.8,6.383
16/05/2024,15:00,12.252,15.86,28.112,26.45,7.017,71.133,3.908,17.68,220.6,6.183
16/05/2024,16:00,10.005,17.34,27.345,17.65,7.167,80.117,3.925,16.95,219.6,4.333
16/05/2024,17:00,8.773,15.037,23.809,18.417,9,82.917,3.849,16.45,223.05,4.683
16/05/2024,18:00,7.551,15.628,23.179,3.883,5.983,80.933,2.204,15.88,216.62,4.45
16/05/2024,19:00,8.304,15.098,23.402,32.833,7.3,72.183,2.542,15.83,217.57,4.95
16/05/2024,20:00,6.899,12.047,18.946,20.833,7.533,69.783,2.91,15.43,220.33,4.817
16/05/2024,21:00,6.256,13.94,20.196,28.433,9.217,70.183,5.015,15.28,216.7,3.017
16/05/2024,22:00,5.519,12.717,18.235,26.083,9.533,72.033,2.043,15.63,216.1,3.317
16/05/2024,23:00,4.998,10.417,15.416,15.75,6.417,74.3,3.183,15.73,212.57,3.533
16/05/2024,24:00:00,2.848,8.2,11.048,21.483,5.333,76.533,1.66,15.67,213.23,4.2
17/05/2024,1:00,2.863,7.124,9.987,30.84,3.72,77.817,,15.42,215.22,3.933
17/05/2024,2:00,3.569,7.032,10.6,24.883,4.7,82.05,1.917,15.13,216.45,3.5
17/05/2024,3:00,3.815,13.284,17.099,14.233,5.9,84.683,2.364,14.63,211.63,1.917
17/05/2024,4:00,8.933,25.068,34.001,17.033,7.167,88.367,3.782,14.17,221.5,1.6
17/05/2024,5:00,6.195,22.974,29.169,13.233,2.1,88.25,2.83,14.37,196.45,1.333
17/05/2024,6:00,10.503,29.137,39.641,8.917,5.45,91,1.284,14.2,228.62,1.7
17/05/2024,7:00,26.097,42.223,68.32,14.167,6.483,93.467,1.119,13.9,231.55,1.75
17/05/2024,8:00,37.024,51.643,88.667,10.65,7.9,93.6,5.085,14.02,237.27,1.533
17/05/2024,9:00,37.399,48.975,86.374,24.033,3.76,87.833,4.451,14.57,232.45,1.783
17/05/2024,10:00,25.107,39.664,64.771,19.067,6.833,79.467,0.482,15.42,210.87,1.383
17/05/2024,11:00,21.373,32.021,53.394,22.4,6.717,73.183,2.678,16.08,212.27,1.917
17/05/2024,12:00,19.408,30.186,49.594,24.883,4.7,60.267,3.859,16.9,216.17,2.167
17/05/2024,13:00,14.677,20.599,35.277,13.683,3.733,58.7,3.721,17.42,210.67,2.9
17/05/2024,14:00,24.225,29.38,53.605,21.767,4.2,57.05,4.056,17.12,208.85,2.95
17/05/2024,15:00,33.228,30.169,63.397,16.3,5.183,54.433,4.031,16.95,226.08,3.233
17/05/2024,16:00,12.306,22.256,34.562,16.183,4.767,56.4,2.866,16.6,215.1,3.2
17/05/2024,17:00,11.173,24.627,35.801,7.833,-0.1,55.733,3.163,16.13,223.22,2.85
17/05/2024,18:00,7.904,22.116,30.02,14.383,7.75,56.5,2.912,15.52,224.05,2.133
17/05/2024,19:00,8.618,33.917,42.536,15.733,6.567,59.017,3.61,14.83,245.25,1.467
17/05/2024,20:00,6.631,36.521,43.152,13.867,9.433,64.033,2.58,13.88,250.75,1
17/05/2024,21:00,7.942,37.641,45.583,12.717,10.033,66.517,2.354,13.22,249.35,1.067
17/05/2024,22:00,9.659,44.154,53.813,11.25,12.483,68.617,3.624,12.95,221.27,0.567
17/05/2024,23:00,18.519,46.771,65.29,33.05,14.667,73.017,2.852,11.87,273.73,0.267
17/05/2024,24:00:00,36.361,42.315,78.676,22.2,22.7,79.483,3.952,10.72,199.18,0.28
18/05/2024,1:00,,,,28.4,26.06,84.183,2.334,9.57,292.15,0.617
18/05/2024,2:00,25.605,32.219,57.824,16.733,25.617,86.4,3.479,8.76,281.74,0.56
18/05/2024,3:00,17.99,30.791,48.781,18.55,18.433,86.16,3.012,8.46,,
18/05/2024,4:00,8.918,28.895,37.812,13.35,14.333,,2.89,,,
18/05/2024,5:00,9.264,26.226,35.49,18.633,11.367,,2.95,,,
18/05/2024,6:00,24.955,31.416,56.372,2.2,7.3,87.3,3.69,8.02,255,0.367
18/05/2024,7:00,32.482,31.249,63.73,23.917,12.017,90.317,3.601,7.7,130.08,0.467
18/05/2024,8:00,81.095,37.508,118.603,15.783,10.1,92.317,5.758,7.82,129.55,0.383
18/05/2024,9:00,112.395,51.985,164.379,12.55,11.26,88.9,7.298,10.02,192.87,0.517
18/05/2024,10:00,36.49,42.261,78.751,35.9,15.767,72.067,5.495,12.1,146.77,1
18/05/2024,11:00,12.634,27.115,39.749,27.567,4.467,62.8,5.093,14.13,118.85,1.383
18/05/2024,12:00,12.956,19.67,32.625,20.783,-0.017,57.483,7.594,15.3,152.92,1.267
18/05/2024,13:00,10.461,16.67,27.131,26.6,-0.983,52.833,7.078,16.18,209.97,1.967
18/05/2024,14:00,8.033,14.825,22.858,21.6,-2.233,52.633,4.753,16.53,206.75,2.1
18/05/2024,15:00,5.992,11.897,17.889,15.117,0.6,53.933,5.11,16.45,231.58,2.6
18/05/2024,16:00,6.693,16.011,22.704,16.983,3.917,56.117,3.68,16.17,217.52,2.733
18/05/2024,17:00,8.163,20.076,28.239,9.7,7.32,56.667,0.452,15.6,211.18,2.633
18/05/2024,18:00,9.081,28.478,37.559,18.917,7.617,61.5,1.849,14.88,209.97,2.133
18/05/2024,19:00,10.314,30.162,40.476,13.1,6.9,65.75,4.085,14.37,211.43,1.9
18/05/2024,20:00,11.712,37.436,49.148,22.733,10.967,70.533,5.103,13.42,201.37,1.183
18/05/2024,21:00,9.749,43.539,53.287,14.05,12.133,74.283,4.541,12.27,188.73,0.183
18/05/2024,22:00,7.424,38.379,45.803,20.283,16.55,76.683,3.465,11.35,115.13,0.383
18/05/2024,23:00,29.388,38.509,67.898,26.983,24.467,83.283,3.446,10.02,245.57,0.533
18/05/2024,24:00:00,37.806,33.131,70.937,27.533,29.367,85.333,3.135,9.15,320.65,0.4
19/05/2024,1:00,33.451,34.669,68.12,20.02,25.9,87.25,,9.17,245.7,0.483
19/05/2024,2:00,10.689,31.905,42.594,14.75,23.883,85.617,2.817,10.22,172.68,0.767
19/05/2024,3:00,4.069,27.706,31.775,21.133,17.35,85.283,4.541,10.32,220.3,1.383
19/05/2024,4:00,2.044,20.92,22.964,17.667,7.717,84.817,3.208,10.37,168.68,0.433
19/05/2024,5:00,1.729,19.338,21.067,13.517,14.25,85.183,2.771,10,154.37,0.383
19/05/2024,6:00,4.753,20.992,25.745,10.3,7.817,81.15,2.124,10.12,150.38,0.75
19/05/2024,7:00,3.368,24.217,27.585,9.2,-1.05,82.133,3.045,9.22,114.33,0.433
19/05/2024,8:00,20.962,31.263,52.225,7.017,7.75,85.467,4.351,8.4,176.1,0.383
19/05/2024,9:00,13.512,27.778,41.289,2.333,2.32,80.883,4.154,10.03,199.82,0.533
19/05/2024,10:00,9.018,18.231,27.25,9.3,0.817,74.8,3.374,11.52,124.2,0.7
19/05/2024,11:00,3.759,8.562,12.321,6.183,0.133,66.55,4.234,13.32,85.97,0.6
19/05/2024,12:00,2.492,6.249,8.741,6.067,1.2,61.917,5.206,14.3,55.6,0.9
19/05/2024,13:00,1.445,3.065,4.51,16.067,-3.55,62.3,3.631,15.08,224.63,1.833
19/05/2024,14:00,0.94,2.641,3.581,6.283,19.4,63.583,3.66,15.5,168.47,1.717
19/05/2024,15:00,1.052,2.805,3.857,7.017,3.567,63.4,3.572,15.65,177.12,1.55
19/05/2024,16:00,1.159,3.328,4.487,18.017,-1.167,64.817,3.523,15.38,128.98,1.8
19/05/2024,17:00,1.333,3.41,4.743,12.5,-0.14,67.733,4.09,15.12,40.05,1.6
19/05/2024,18:00,0.942,11.747,12.689,10.8,3.05,71.3,3.404,14.23,38.7,1.083
19/05/2024,19:00,1.398,22.902,24.3,18.983,6.55,76.417,3.209,13.32,58.28,0.933
19/05/2024,20:00,11.678,42.739,54.417,20.433,13.383,83.817,4.022,12.55,62.78,0.733
19/05/2024,21:00,4.485,19.301,23.785,11.4,13.267,85.633,3.438,11.95,138.57,0.733
19/05/2024,22:00,21.304,29.001,50.304,21.717,21.1,87.9,4.516,11.25,186.62,0.433
19/05/2024,23:00,34.157,29.346,63.502,21.617,27.967,89.933,4.798,10.63,56.2,0.35
19/05/2024,24:00:00,42.369,28.526,70.894,20.2,23.65,90.167,4.663,10.02,194.98,0.267
20/05/2024,1:00,,,,8.14,20.34,91.5,4.343,9.18,293.97,0.35
20/05/2024,2:00,24.082,26.677,50.759,17.967,19.817,92.183,4.288,9.18,226.82,0.667
20/05/2024,3:00,8.924,28.509,37.433,9.933,13.983,92.6,2.721,9.57,208.7,1.233
20/05/2024,4:00,19.336,30.231,49.567,6,11.15,91.9,4.546,9.42,224.38,1.033
20/05/2024,5:00,19.153,32.124,51.277,13.5,9.367,92.383,4.941,9.23,216.92,0.617
20/05/2024,6:00,60.115,36.35,96.465,11.05,9.283,93.55,6.001,9.05,212.7,1.317
20/05/2024,7:00,98.901,45.708,144.609,13.567,13.083,92.883,7.323,8.77,214.33,1.2
20/05/2024,8:00,100.969,49.337,150.306,20.467,10.7,91.3,8.479,9.22,222.28,1.483
20/05/2024,9:00,82.046,48.428,130.474,12.45,0.08,86.85,7.401,10.5,218.03,1.783
20/05/2024,10:00,56.946,36.394,93.34,11.883,8.75,84.233,5.675,11.27,223.93,2.133
20/05/2024,11:00,46.234,36.91,83.145,11.95,9.65,79.767,5.232,12.28,213.55,1.633
20/05/2024,12:00,57.544,40.785,98.329,20.95,8.683,77.217,6.116,13.4,150.63,0.95
20/05/2024,13:00,61.825,44.465,106.29,43.567,8.517,76.5,7.864,14.55,132.38,1.117
20/05/2024,14:00,11.397,21.095,32.491,24.267,3.267,76.9,5.99,16.03,89.87,1.867
20/05/2024,15:00,3.451,13.803,17.254,13.567,-3.183,76.567,4.366,16.37,75.87,2.15
20/05/2024,16:00,2.046,12.635,14.681,20.283,-1.933,78.317,4.22,16.07,60.5,2.083
20/05/2024,17:00,1.809,16.875,18.684,10.05,,81.95,4.461,16,69.4,1.6
20/05/2024,18:00,2.459,18.809,21.268,7.017,0.45,85.15,4.102,15.85,80.33,1.517
20/05/2024,19:00,4.049,20.36,24.409,11.567,-1.717,87.583,4.452,15.47,124.47,1.817
20/05/2024,20:00,23.544,42.093,65.637,2.617,2.167,91.833,4.817,14.72,190.52,1.1
20/05/2024,21:00,21.02,34.71,55.73,14.567,13.633,96.45,5.112,14.07,203.23,1.6
20/05/2024,22:00,6.443,19.325,25.768,21.167,13.383,98,4.555,14.02,202.17,2.883
20/05/2024,23:00,3.667,8.959,12.626,12.5,-0.633,98.217,5.02,14.13,208.82,4.117
20/05/2024,24:00:00,3.236,8.408,11.645,-1.15,1.633,99.217,5.151,14.07,200.75,3.733
21/05/2024,1:00,2.749,11.128,13.877,-1.94,1.52,99,,14.82,95.22,1.633
21/05/2024,2:00,0.418,1.158,1.576,11.75,-3.167,97.717,1.606,16.15,55.07,3.417
21/05/2024,3:00,0.228,0.933,1.161,7.333,-1.15,97.7,2.607,16.68,29.42,3.7
21/05/2024,4:00,0.212,0.933,1.145,2.85,-1.483,96.883,2.55,16.07,8.8,3.883
21/05/2024,5:00,0.436,0.953,1.389,4.05,0.733,95.483,2.484,15.33,175.65,3.367
21/05/2024,6:00,0.683,5.969,6.652,3.3,2.6,93.45,2.534,14.93,343.55,2.033
21/05/2024,7:00,1.034,6.762,7.796,1.45,1.783,94.083,2.581,14.72,68.57,2.333
21/05/2024,8:00,1.793,12.252,14.046,10.34,4.867,95.533,2.55,14.67,181.12,1.883
21/05/2024,9:00,5.112,20.828,25.94,5.65,14.42,95.483,3.116,15,12.62,1.05
21/05/2024,10:00,5.603,17.784,23.387,18.483,13.5,92.633,2.115,15.63,235.68,1.533
21/05/2024,11:00,4.67,13.527,18.196,6.767,5.067,85.367,2.134,16.62,169.27,2.017
21/05/2024,12:00,2.944,7.12,10.064,17.617,4.517,89.95,1.987,16.35,68.17,2.567
21/05/2024,13:00,4.036,17.145,21.18,13.617,4.867,94.817,2.855,15.6,221.22,1.917
21/05/2024,14:00,5.673,12.249,17.921,-2.133,-1.6,84.8,1.455,16.92,302.85,2.233
21/05/2024,15:00,4.71,11.678,16.388,0.767,1.45,78.183,2.128,17.43,288.63,2.45
21/05/2024,16:00,5.088,13.605,18.693,8.15,0.583,77.433,2.759,16.93,281.68,2.417
21/05/2024,17:00,2.298,9.734,12.032,8.833,-0.04,77.483,1.601,16.48,302.15,3.167
21/05/2024,18:00,1.829,15.525,17.354,14.217,4.267,80.717,2.219,15.88,317.45,2.267
21/05/2024,19:00,1.523,17.374,18.897,7.267,7.1,83.5,2.558,15.45,314.13,1.95
21/05/2024,20:00,1.009,11.183,12.192,11.05,4.033,86.95,2.06,15.12,279.47,2.117
21/05/2024,21:00,1.197,6.741,7.938,12.5,5.25,93.95,2.552,14.62,21.13,2.083
21/05/2024,22:00,0.873,4.039,4.912,7.467,4.483,95.45,2.305,14.68,21.63,2.2
21/05/2024,23:00,0.94,3.543,4.483,2.1,4.667,96.1,1.719,14.75,25.98,2.317
21/05/2024,24:00:00,0.934,1.172,2.105,2.867,2.067,96.617,2.255,14.67,33.63,1.517
22/05/2024,1:00,,,,27.1,2.88,97.567,3.259,14.43,70.58,0.75
22/05/2024,2:00,4.768,23.712,28.48,4.2,7.233,98.5,2.946,14.55,133.72,1.1
22/05/2024,3:00,3.812,14.808,18.62,1.483,7,98.75,1.505,14.25,169.03,1.883
22/05/2024,4:00,4.777,9.83,14.607,5.883,8.917,97.967,1.921,13.6,204.83,2.417
22/05/2024,5:00,8.866,24.713,33.579,5.983,7.567,95.633,2.939,13.42,205,2.167
22/05/2024,6:00,31.352,39.135,70.486,9.4,-0.25,96.5,3.538,12.95,216.35,1.333
22/05/2024,7:00,82.776,51.691,134.467,4.917,10.35,97.117,5.522,12.72,210.82,1.283
22/05/2024,8:00,110.465,49.48,159.945,24.8,13.017,97.217,6.881,12.87,213.33,1.167
22/05/2024,9:00,117.011,50.129,167.14,26.7,17.7,94.533,6.686,13.62,173.07,1.117
22/05/2024,10:00,59.753,40.286,100.039,17.867,17.667,85.233,5.646,15.12,208.6,2.05
22/05/2024,11:00,31.003,27.914,58.917,27.783,10.083,73.967,3.382,16.22,196.12,2.267
22/05/2024,12:00,23.908,23.606,47.514,10.083,4.683,71.467,3.156,16.88,206.87,2.233
22/05/2024,13:00,20.435,22.523,42.958,11.133,3.133,68.633,4.043,17.67,209.83,2.217
22/05/2024,14:00,16.116,18.652,34.767,14.867,5.283,69.15,2.841,17.77,239.03,2.817
22/05/2024,15:00,13.771,16.943,30.714,13.033,4.867,69.633,3.085,17.77,237.88,2.833
22/05/2024,16:00,12.592,16.458,29.05,22.433,3.75,71.2,3.479,17.5,239.55,3.2
22/05/2024,17:00,13.63,23.097,36.727,15.15,11.74,72.45,2.666,16.82,227.25,2.817
22/05/2024,18:00,17.342,33.073,50.415,5.9,9.383,77.483,2.543,15.88,232.73,1.767
22/05/2024,19:00,19.254,31.283,50.537,19.7,5.217,78.45,6.251,15.55,228.22,1.833
22/05/2024,20:00,12.14,27.911,40.051,15.8,4.283,81.533,,14.97,230,1.617
22/05/2024,21:00,12.013,28.744,40.758,23.15,4.85,84.2,1.117,14.72,227.02,1.5
22/05/2024,22:00,11.636,27.532,39.167,14.717,5.983,86.183,2.16,14.48,232.02,1.217
22/05/2024,23:00,16.442,28.796,45.237,15.433,10,87.617,2.465,14.27,218.5,1.183
22/05/2024,24:00:00,15.01,29.869,44.879,14.35,11.217,91.2,3.206,13.88,187.68,0.417
23/05/2024,1:00,13.57,25.871,39.441,6.5,16.7,90.433,,13.48,213.13,1.25
23/05/2024,2:00,8.134,23.708,31.842,9.533,11.2,83.117,2.047,13.42,202.9,1.633
23/05/2024,3:00,9.465,25.174,34.639,4.383,12.583,84.067,2.058,12.8,218.83,1.583
23/05/2024,4:00,13.811,27.327,41.137,14.483,8.033,85.7,2.9,12.23,217.77,1.683
23/05/2024,5:00,16.393,27.532,43.924,0.9,3.6,85.033,3.472,11.8,222.77,1.517
23/05/2024,6:00,37.844,36.442,74.286,4.083,2.283,85.35,4.022,11.48,225.48,1.383
23/05/2024,7:00,86.057,45.9,131.957,10.95,4.767,84.633,6.522,11.37,218.8,1.633
23/05/2024,8:00,162.165,56.098,218.263,15.867,8.783,84.5,9.697,11.12,206.92,0.867
23/05/2024,9:00,108.902,49.439,158.341,22.1,7.92,81.583,6.401,12.13,215.12,0.933
23/05/2024,10:00,44.448,38.649,83.097,13.683,7.3,69.65,3.79,13.78,178.67,0.7
23/05/2024,11:00,27.756,31.796,59.551,14.75,5.133,62.833,4.628,15.45,152.68,0.633
23/05/2024,12:00,9.771,19.349,29.119,11.15,-0.7,57.35,4.731,16.73,146.53,0.867
23/05/2024,13:00,14.579,19.369,33.948,13.95,-0.883,59.867,3.63,17.18,218.5,1.333
23/05/2024,14:00,21.377,29.059,50.436,7.733,4.083,60.65,3.019,17.18,229.42,1.983
23/05/2024,15:00,23.83,36.575,60.405,17.917,3.783,63.533,4.084,16.47,234.03,2.3
23/05/2024,16:00,17.031,29.66,46.691,10.2,3.55,66.083,3.426,16.07,236.1,2.217
23/05/2024,17:00,19.292,35.79,55.081,4.433,-5.26,71.883,3.181,15.58,227.97,2.2
23/05/2024,18:00,29.88,48.988,78.868,19.567,1.733,72.833,3.233,15.17,221.42,1.7
23/05/2024,19:00,28.665,48.086,76.751,24.433,10.733,76.983,3.321,14.3,232.63,1.45
23/05/2024,20:00,12.679,40.32,52.999,12.4,9.633,79.2,3.265,13.65,252.03,0.667
23/05/2024,21:00,7.948,38.315,46.263,11,10.1,83.283,2.892,12.48,137.87,0.45
23/05/2024,22:00,8.424,37.915,46.339,20.717,12.267,86.417,2.335,11.72,142.28,0.367
23/05/2024,23:00,17.328,35.899,53.227,9,16.583,88.65,2.769,11.47,159.38,0.75
23/05/2024,24:00:00,10.861,33.425,44.286,10.8,17.033,91.083,2.555,11.2,184.15,0.783
24/05/2024,1:00,,,,5,27.22,94,2.322,10.47,86.82,0.617
24/05/2024,2:00,12.243,27.928,40.171,15.167,17.85,95.283,3.025,10.93,319.42,0.75
24/05/2024,3:00,3.156,21.245,24.401,5.267,5.017,95.85,2.122,11.47,285.58,0.617
24/05/2024,4:00,4.891,16.66,21.551,17.683,-1.567,94.667,3.159,11.47,257.5,1.133
24/05/2024,5:00,9.903,21.6,31.503,5.083,-5.267,94.367,2.796,11.83,229.98,1.617
24/05/2024,6:00,32.482,31.666,64.147,9.183,4.133,96.617,4.416,11.5,213.33,1.733
24/05/2024,7:00,93.226,42.64,135.866,21.183,23.033,97.75,5.341,11.15,217.53,1.467
24/05/2024,8:00,119.53,56.522,176.052,19.517,19,97.05,7.022,11.18,225.6,1.4
24/05/2024,9:00,66.953,56.443,123.396,16.25,3.02,84.95,5.438,12.57,215.3,1.867
24/05/2024,10:00,34.735,41.413,76.148,12.133,-4,77.133,4.043,14.03,205.18,1.867
24/05/2024,11:00,17.355,24.638,41.993,13.767,0.15,74.233,3.103,14.87,225.55,2.9
24/05/2024,12:00,11.252,17.268,28.519,11.817,-4.883,68.883,2.561,15.78,237.42,3.917
24/05/2024,13:00,10.829,15.638,26.468,10.967,-1.883,67.283,3.012,16.22,233.33,4.55
24/05/2024,14:00,9.82,16.226,26.046,10.817,-1.45,67.75,2.076,15.8,241.18,4.15
24/05/2024,15:00,12.384,18.901,31.285,5.667,0,74,3.242,15.2,240,3.6
24/05/2024,16:00,12.799,19.888,32.688,19.767,5.3,85.75,2.964,13.83,225.23,3.8
24/05/2024,17:00,12.067,24.159,36.226,4.4,6.12,82.033,3.86,14.23,231.87,2.717
24/05/2024,18:00,12.525,30.873,43.398,19.017,7.667,84.033,2.675,13.63,245.02,1.95
24/05/2024,19:00,9.599,35.144,44.743,8.583,8.25,83,4.023,13.08,249.92,1.217
24/05/2024,20:00,15.24,43.122,58.362,9.033,7.817,88.683,3.072,12.38,321.98,0.967
24/05/2024,21:00,6.162,27.778,33.939,8.317,14.333,85.883,2.461,12.35,281.18,1.2
24/05/2024,22:00,2.731,18.245,20.976,9.267,5.667,84.383,2.187,12.48,280.82,0.967
24/05/2024,23:00,2.061,20.514,22.575,12.517,3.05,85.983,2.311,11.93,235.17,0.7
24/05/2024,24:00:00,3.459,16.41,19.87,10.767,7.867,85.05,1.935,12.03,249.77,1.667
25/05/2024,1:00,1.927,11.169,13.096,3.72,2,83.05,,12.15,274.3,1.367
25/05/2024,2:00,1.007,8.033,9.04,10.3,5.5,83.533,2.057,12.23,292.68,1.267
25/05/2024,3:00,1.472,9.269,10.741,11.367,0.733,89.7,1.134,11.88,255.27,0.933
25/05/2024,4:00,1.166,11.244,12.41,7.117,6.15,95.5,2.803,11.05,238.87,0.717
25/05/2024,5:00,0.972,17.955,18.926,4.683,8.333,96.183,2.622,10.9,338.15,1.167
