Date,Time,AC Penrose NO_MCG 1h average [痢/m設,AC Penrose NO2_MCG 1h average [痢/m設,AC Penrose NOX_MCG 1h average [痢/m設,AC Penrose PM10 1h average [痢/m設,AC Penrose PM2.5 1h average [痢/m設,AC Penrose RH 1h average [%],AC Penrose SO2_MCG 1h average [痢/m設,AC Penrose TEMP 1h average [蚓],AC Penrose WDR 1h average [財,AC Penrose WSP 1h average [m/s]
19/02/2024,7:00,50.875,21.911,72.786,15.35,9.717,91.367,3.732,17.33,242.07,0.833
19/02/2024,8:00,51.699,26.807,78.507,10.783,5.45,89.167,3.221,18.42,81.82,0.867
19/02/2024,9:00,34.123,19.472,53.595,5.167,9.2,76.35,2.835,20.23,252.68,1.05
19/02/2024,10:00,7.278,7.445,14.723,2.05,6.7,56.217,1.718,22.33,236.15,1.25
19/02/2024,11:00,4.672,6.543,11.215,11.55,5.35,53.367,1.584,23.9,186.57,0.917
19/02/2024,12:00,12.272,15.946,28.218,16.333,4.35,54.45,3.479,24.37,209.37,2.417
19/02/2024,13:00,13.679,11.125,24.804,21.183,-1.283,54.483,2.039,24.47,233.57,3.15
19/02/2024,14:00,9.199,8.757,17.956,7.567,-0.533,49.317,1.875,25.3,249.55,2.517
19/02/2024,15:00,5.746,6.468,12.214,2.467,1.817,43.75,1.417,26.38,267.23,3.017
19/02/2024,16:00,7.205,6.365,13.57,8.833,1.217,50.25,0.899,25.65,245.55,4.117
19/02/2024,17:00,5.628,5.47,11.098,13.483,-1,51.65,1.105,25,251.7,3.4
19/02/2024,18:00,4.156,4.794,8.95,11.067,0.5,55.367,1.6,24.33,265.45,2.917
19/02/2024,19:00,2.814,4.469,7.283,12.167,0.783,62.4,1.671,23.25,270,2.683
19/02/2024,20:00,3.437,6.799,10.236,15.75,4.083,69.767,1.632,21.92,260.02,1.983
19/02/2024,21:00,2.626,9.263,11.889,9.267,4.933,72.9,1.943,21.12,276.52,1.483
19/02/2024,22:00,2.003,9.211,11.215,4.183,1.683,76.483,1.569,20.53,280.73,1.05
19/02/2024,23:00,0.862,8.938,9.8,3.867,2.35,79.733,1.203,20.17,297.57,0.9
19/02/2024,24:00:00,0.605,4.841,5.447,6.76,0.217,82.117,1.375,19.97,300.08,1.683
20/02/2024,1:00,,,,4.18,0.72,84.667,1.985,19.85,302.55,1.517
20/02/2024,2:00,0.511,5.48,5.992,16.45,5.833,87.117,1.309,19.45,319.88,1.1
20/02/2024,3:00,1.367,7.09,8.456,9.017,5.333,86.5,1.313,19.25,308.15,1.417
20/02/2024,4:00,1.608,6.987,8.595,7.4,0.433,82.6,1.6,19.2,294.7,1.6
20/02/2024,5:00,2.651,8.812,11.463,7.133,5.7,82.55,1.772,19.1,291.53,1.533
20/02/2024,6:00,6.646,14.244,20.89,10.133,0.183,81.75,1.48,19.47,291.3,1.917
20/02/2024,7:00,5.496,16.403,21.9,3.733,1.183,81.083,1.44,20.1,302.52,2.433
20/02/2024,8:00,21.945,18.877,40.822,16.583,4.367,84.9,2.539,20.12,256.57,2.317
20/02/2024,9:00,16.283,13.141,29.424,1.917,4.68,79.583,2.518,21.1,232.8,3.817
20/02/2024,10:00,15.287,11.596,26.883,20.733,3.85,68.267,1.395,22.13,231.15,4.417
20/02/2024,11:00,13.134,9.854,22.988,16.3,11.083,65.95,1.387,22.65,228.17,4.167
20/02/2024,12:00,14.791,10.974,25.766,9.667,4.233,65.683,2.044,23.15,228.47,4.117
20/02/2024,13:00,14.494,11.788,26.282,17.5,4.55,67.833,2.523,22.77,226.17,4.683
20/02/2024,14:00,15.926,12.474,28.4,11.583,3.033,68.783,1.665,22.03,218.98,4.633
20/02/2024,15:00,14.037,10.11,24.146,20.017,7.633,63.883,1.758,22.47,217.7,4.133
20/02/2024,16:00,10.452,9.051,19.503,19.583,5.233,61.033,1.77,22.43,215.02,4.333
20/02/2024,17:00,8.5,7.127,15.627,20.6,15.14,56.95,2.002,22.23,212.47,4.4
20/02/2024,18:00,8.842,8.197,17.038,24.083,10,58.583,2.194,21.75,212.57,4.15
20/02/2024,19:00,9.333,9.184,18.517,21.067,9.55,61.533,1.316,20.88,215.58,3.817
20/02/2024,20:00,9.53,15.478,25.007,22.767,10.967,63.05,2.459,19.88,212.87,2.983
20/02/2024,21:00,8.873,17.247,26.12,18.65,7.8,64.233,2.191,19.23,211.08,2.55
20/02/2024,22:00,7.142,16.796,23.939,25.617,7.3,68.267,1.87,18.73,211.82,2.5
20/02/2024,23:00,4.598,9.078,13.677,19.933,4.267,67.45,2.602,18.32,216.32,2.917
20/02/2024,24:00:00,4.42,8.463,12.883,10.25,6.383,67.45,1.356,18.1,213.9,2.233
21/02/2024,1:00,3.317,9.505,12.822,19.02,4,65.217,,18.03,208.7,2.6
21/02/2024,2:00,3.334,7.869,11.203,17.983,8.467,64.35,1.67,17.95,212.73,2.567
21/02/2024,3:00,6.693,17.439,24.132,16.283,6.117,66.85,1.142,17.38,218.05,1.9
21/02/2024,4:00,10.613,24.467,35.08,17.817,7.167,68.533,1.634,16.93,223.72,1.25
21/02/2024,5:00,26.213,36.493,62.706,22.133,6.8,69.967,2.619,16.78,201.82,1.133
21/02/2024,6:00,40.669,46.269,86.938,22.317,8.483,68.15,4.208,16.92,208.58,2.183
21/02/2024,7:00,37.967,40.781,78.748,15.283,9.367,68.617,3.473,16.98,193.75,1.9
21/02/2024,8:00,32.495,30.856,63.351,37.417,13.35,65.2,3.94,17.9,177.15,1.95
21/02/2024,9:00,20.183,19.427,39.61,27.45,7.58,55.85,3.477,19.05,210.15,4
21/02/2024,10:00,18.499,16.304,34.803,22.05,0.75,51.967,2.384,19.52,211.72,4.417
21/02/2024,11:00,13.273,11.979,25.252,17.8,3.933,49.7,2.26,20.22,205.57,3.917
21/02/2024,12:00,13.398,12.966,26.364,19.5,3.7,47.983,2.149,20.7,212.03,4.017
21/02/2024,13:00,13.626,12.286,25.912,23.633,4.35,47.267,1.941,20.95,220.2,4.45
21/02/2024,14:00,13.105,11.518,24.623,18.617,5.083,46.633,2.626,21.13,222.33,4.867
21/02/2024,15:00,9.677,8.989,18.666,16.35,2.7,47.833,1.508,20.98,225.93,4.767
21/02/2024,16:00,7.837,7.93,15.767,29.167,5.117,48.583,1.182,20.83,229.8,4.667
21/02/2024,17:00,7.477,7.811,15.288,29.6,0.68,49.85,2.242,20.52,223.5,4.35
21/02/2024,18:00,8.319,9.69,18.009,21.35,7.367,51.733,1.948,19.7,221.68,3.633
21/02/2024,19:00,9.027,12.956,21.983,16.6,5.917,54.2,1.378,19.03,223.73,3.25
21/02/2024,20:00,7.136,12.724,19.859,13.833,5.6,57.4,1.856,18.35,224.15,2.85
21/02/2024,21:00,6.289,13.605,19.894,10.783,3.45,60.65,1.146,18.1,222.45,2.383
21/02/2024,22:00,7.359,18.87,26.229,17.783,5.183,61.883,1.855,17.8,226.23,1.717
21/02/2024,23:00,8.449,21.805,30.254,10.9,3.817,63.133,1.624,17.52,217.12,1.583
21/02/2024,24:00:00,3.513,19.834,23.347,24.283,3.667,66.367,1.906,17.12,199.43,1.033
22/02/2024,1:00,,,,17.48,2.3,72.2,1.962,15.52,176.48,0.55
22/02/2024,2:00,5.181,28.075,33.256,3.567,8.2,74.217,1.938,15.22,325.12,0.7
22/02/2024,3:00,2.827,33.381,36.208,14,15.75,77.233,1.882,14.65,271.25,0.567
22/02/2024,4:00,9.047,31.915,40.962,20.233,12.783,79.233,2.193,14.35,295.3,0.283
22/02/2024,5:00,28.301,32.855,61.155,22,6.483,78,2.449,14.82,232.92,0.6
22/02/2024,6:00,52.03,39.982,92.012,22.15,10.7,78.833,3.819,14.43,152.2,0.65
22/02/2024,7:00,108.946,44.926,153.872,21.35,10.917,80.883,5.364,14.82,143,0.317
22/02/2024,8:00,19.977,24.75,44.728,26.333,4.7,75.033,2.03,17.28,233.73,0.933
22/02/2024,9:00,9.353,14.801,24.154,19.75,5.52,67.25,1.91,19.08,147.27,1.2
22/02/2024,10:00,5.985,9.697,15.682,25.1,6.717,61.117,2.084,19.98,236.97,2.167
22/02/2024,11:00,8.107,12.614,20.721,19.567,2.683,58.967,1.986,20.95,240.52,2.333
22/02/2024,12:00,5.505,10.042,15.547,27.583,4.317,53,1.861,22.48,198.07,2
22/02/2024,13:00,2.508,5.036,7.544,18.35,3.9,47.483,1.956,23.5,313.07,2.133
22/02/2024,14:00,2.253,4.544,6.798,10.6,2.467,44.3,0.93,24.22,294.57,1.733
22/02/2024,15:00,3.649,8.251,11.901,22.417,3.5,46.383,1.408,24.27,255.13,1.6
22/02/2024,16:00,7.254,12.385,19.639,26.183,1.617,50.9,1.848,23.52,233.98,2.817
22/02/2024,17:00,8.415,12.105,20.52,5.517,5.3,50.783,1.529,23.22,216.83,2.333
22/02/2024,18:00,1.934,9.966,11.9,20.133,2.167,56.267,,22.65,274.95,0.983
22/02/2024,19:00,0.581,3.957,4.537,14.45,2.483,61.067,1.626,21.8,179.83,2.183
22/02/2024,20:00,0.295,4.298,4.593,0.717,1.067,64.333,1.886,21.47,354.45,2.083
22/02/2024,21:00,0.284,14.975,15.259,13.95,-0.117,63.3,1.578,21.45,319.12,0.933
22/02/2024,22:00,6.687,21.925,28.611,4.717,6.383,62.083,1.262,21.1,212.67,1.6
22/02/2024,23:00,4.509,15.361,19.87,19.817,4.733,66.217,1.692,20.25,207.22,1.217
22/02/2024,24:00:00,3.258,16.591,19.85,15.633,5.5,66.483,1.534,19.95,215.65,0.933
23/02/2024,1:00,2.734,17.838,20.572,12.5,14.16,67.517,,19.65,185.08,0.8
23/02/2024,2:00,1.047,17.575,18.623,14.167,5.4,67.467,1.191,19.13,104.63,0.583
23/02/2024,3:00,0.127,13.141,13.268,22.867,8.683,66.717,2.073,18.7,53.18,0.417
23/02/2024,4:00,0.972,21.61,22.582,15.583,7,69.183,2.367,18.4,125.87,0.567
23/02/2024,5:00,13.27,29.937,43.207,9.217,8.383,69.15,2.087,18.55,225.95,0.567
23/02/2024,6:00,23.573,34.331,57.904,30.1,9.433,68.817,2.313,18.83,264.62,0.633
23/02/2024,7:00,23.633,33.395,57.028,6.183,11.417,69.6,1.962,18.85,162.47,0.75
23/02/2024,8:00,13.659,26.384,40.043,15.15,7.65,66.3,2.02,19.37,60.9,0.983
23/02/2024,9:00,11.805,18.805,30.611,15.117,8.6,66.067,1.995,20.33,217,1.833
23/02/2024,10:00,7.133,9.061,16.194,10.05,2.283,60.083,1.517,21.43,301.82,1.783
23/02/2024,11:00,4.748,7.807,12.555,12.067,-1.267,57.433,1.436,22.53,294.55,1.783
23/02/2024,12:00,12.413,12.58,24.993,14.267,3.5,55.35,1.29,23.1,238.17,2.5
23/02/2024,13:00,11.001,10.236,21.238,7.667,1.017,52.917,1.25,23.45,232.27,3.25
23/02/2024,14:00,13.143,10.472,23.615,23.417,2.2,54.4,2.567,23.27,220.72,3.3
23/02/2024,15:00,10.963,9.727,20.691,10.267,0.883,53.25,1.862,23.72,210.87,3.767
23/02/2024,16:00,10.072,8.279,18.351,14.3,2.767,53.533,1.888,23.37,216.72,4.017
23/02/2024,17:00,9.237,8.344,17.581,8.967,-1.16,56.55,1.817,22.98,218.32,4.05
23/02/2024,18:00,7.062,7.298,14.36,5.667,0.617,57.633,1.239,22.73,213.18,3.367
23/02/2024,19:00,8.199,9.871,18.069,8.75,-2.667,63.3,1.448,22.07,217.8,2.733
23/02/2024,20:00,8.185,14.189,22.375,15.25,3.883,67.667,2.305,21.12,216.35,2.233
23/02/2024,21:00,9.478,19.092,28.571,13.7,3.083,69.883,1.113,20.68,216.42,1.55
23/02/2024,22:00,6.984,20.811,27.795,2.967,3.633,72.367,1.757,20.27,232.63,1.267
23/02/2024,23:00,8.913,26.616,35.529,6.017,7.167,73.683,1.822,19.8,196.98,0.867
23/02/2024,24:00:00,8.48,29.886,38.366,22,10.1,76.167,1.517,18.93,84.07,0.367
24/02/2024,1:00,,,,9.32,9.84,79.45,2.852,18.13,260.68,0.433
24/02/2024,2:00,18.387,28.273,46.66,9.717,10.533,80.817,2.806,17.6,235.23,0.25
24/02/2024,3:00,21.389,25.14,46.528,12.833,14.4,81.45,4.356,17.28,95.67,0.383
24/02/2024,4:00,25.154,22.01,47.164,8.733,10.45,82.933,3.099,16.63,307.15,0.35
24/02/2024,5:00,29.755,22.27,52.025,11.233,11.6,85.05,2.527,16.02,175.55,0.633
24/02/2024,6:00,25.556,20.131,45.687,11.233,9.867,86.633,2.565,15.53,70.13,0.633
24/02/2024,7:00,50.103,25.42,75.523,10.967,5.417,85.2,3.747,16.1,137.87,0.483
24/02/2024,8:00,14.711,16.991,31.702,13.117,1.317,79.267,2.203,18.85,34.72,1.417
24/02/2024,9:00,1.805,3.123,4.927,9.783,-0.12,72.633,1.864,20.93,15.15,2.083
24/02/2024,10:00,1.653,3.15,4.803,14.583,-0.667,68.7,1.888,22.17,119.92,2.033
24/02/2024,11:00,1.782,3.857,5.64,7.667,-1.917,64.867,0.495,23.45,332.58,1.517
24/02/2024,12:00,1.132,3.632,4.764,15.733,1.4,60.767,2.08,24.6,176.02,2.033
24/02/2024,13:00,0.498,2.129,2.627,10.817,0.15,56.267,0.89,25.5,237.65,2.4
24/02/2024,14:00,0.518,1.825,2.343,15.233,2.583,57.3,1.262,25.63,176.35,3.333
24/02/2024,15:00,0.438,1.415,1.852,17,0.317,57.1,1.098,25.65,293.97,3.3
24/02/2024,16:00,0.889,1.91,2.799,22.533,0.067,61.783,1.251,25.23,179.22,3.917
24/02/2024,17:00,1.106,2.098,3.203,8.317,4.74,66.583,1.631,24.37,238,4.383
24/02/2024,18:00,0.918,3.242,4.16,20.183,2.9,64.183,1.464,24.27,266.5,2.683
24/02/2024,19:00,0.965,4.37,5.335,10.8,3.067,61.5,1.906,23.97,295.6,2.05
24/02/2024,20:00,0.561,3.871,4.432,9.817,1.567,64.667,1.661,23.15,301.38,2.25
24/02/2024,21:00,0.623,5.829,6.452,13.9,1.45,70.583,1.654,22.52,303.57,1.667
24/02/2024,22:00,0.449,7.469,7.918,10.217,4.067,72.25,1.864,22.05,319.85,1.433
24/02/2024,23:00,0.52,6.034,6.554,9.3,3.867,77.733,2.399,21.47,326.72,2.217
24/02/2024,24:00:00,0.507,3.929,4.436,11.617,1.467,81.033,1.535,21.13,317.5,2.05
25/02/2024,1:00,0.152,2.429,2.581,10.82,0.94,82,,21.18,344.25,2.217
25/02/2024,2:00,0.371,5.081,5.451,11.9,5.55,81.15,1.532,21.12,354.47,2.217
25/02/2024,3:00,0.31,6.768,7.079,5.567,3.417,80.017,1.431,21,289.1,2.55
25/02/2024,4:00,0.172,1.743,1.914,8.267,3.667,79.017,1.834,21.03,335.72,2.85
25/02/2024,5:00,0.154,1.124,1.278,11.3,2.583,80.733,1.183,21.18,332.93,2.683
25/02/2024,6:00,0.478,2.699,3.177,19.217,3.8,83.55,1.819,21.2,333.52,2.817
25/02/2024,7:00,0.482,3.635,4.118,3.4,3.967,92.117,1.64,20.78,320.32,2.8
25/02/2024,8:00,0.574,3.051,3.625,,0.917,93.883,1.402,20.98,313.63,3.8
25/02/2024,9:00,0.795,1.531,2.326,,26.42,91.433,1.49,21.57,299.97,4.5
25/02/2024,10:00,1.242,1.961,3.203,,15.1,89.733,1.317,22.23,299.62,3.9
25/02/2024,11:00,1.423,2.47,3.893,,-1.167,89.933,0.551,22.32,295.42,3.35
25/02/2024,12:00,2.075,2.487,4.562,,-2.017,87.383,1.793,23.17,288.2,3.033
25/02/2024,13:00,1.646,2.368,4.014,,0.033,85.267,1.625,23.23,285.85,3.25
25/02/2024,14:00,1.927,2.303,4.23,,1.983,85.8,1.007,23.37,281.32,3.233
25/02/2024,15:00,4.192,5.392,9.583,,4.333,89.433,1.606,22,231.52,3.6
25/02/2024,16:00,5.4,6.758,12.158,,2.617,86.733,1.497,20.92,215.97,3.117
25/02/2024,17:00,6.675,8.531,15.207,,8.24,82.783,2.294,21.08,216.93,2.5
25/02/2024,18:00,5.755,8.022,13.778,,7.3,79.283,1.855,20.98,209.8,2.733
25/02/2024,19:00,7.464,11.583,19.046,,10.167,76.483,1.838,20.43,209.2,2.483
25/02/2024,20:00,6.093,15.05,21.143,,7.5,74.767,1.77,20.2,210.38,2.183
25/02/2024,21:00,4.75,14.357,19.107,,8.933,71.95,2.455,20.15,210.53,2.167
25/02/2024,22:00,2.204,21.002,23.207,,7.367,74.25,1.57,20,201.75,0.917
25/02/2024,23:00,1.121,10.868,11.99,,6.917,75.4,1.465,19.8,191.82,0.95
25/02/2024,24:00:00,0.826,9.365,10.191,,7.85,76.2,2.019,19.8,205,1.4
26/02/2024,1:00,,,,,6.1,75.7,2.16,19.78,189.03,0.917
26/02/2024,2:00,0.699,5.699,6.398,,6.5,77.35,1.276,19.5,209.93,1.25
26/02/2024,3:00,0.543,3.608,4.151,,6.6,79.65,2.041,19.25,214.88,0.883
26/02/2024,4:00,1.675,8.593,10.268,,5.3,81.8,1.764,19.05,162.88,0.933
26/02/2024,5:00,1.945,15.71,17.655,,3.833,81.617,1.818,18.85,107.25,0.567
26/02/2024,6:00,2.403,17.487,19.89,,,80.7,2.24,18.57,56.05,0.883
26/02/2024,7:00,1.378,10.66,12.038,,,88.9,1.978,17.83,23.47,1.233
26/02/2024,8:00,8.288,18.491,26.779,,,92.85,1.884,18.02,35.82,1
26/02/2024,9:00,4.824,10.595,15.419,,,93.267,2.049,18.95,26.78,1.7
26/02/2024,10:00,2.452,6.242,8.694,,,93.233,1.613,19.5,18.17,2.25
26/02/2024,11:00,1.93,4.124,6.054,,,90.95,2.012,19.65,239.18,3.017
26/02/2024,12:00,1.851,4.168,6.02,-2.28,,90.75,1.454,19.55,3.82,3
26/02/2024,13:00,2.848,7.062,9.91,4.45,,86.983,1.678,19.6,344.67,2.783
26/02/2024,14:00,2.231,7.527,9.758,2.033,,90.833,2.488,19.52,122.8,2.7
26/02/2024,15:00,1.813,3.974,5.787,1.733,,90.55,1.991,19.45,66.37,2.983
26/02/2024,16:00,1.11,2.347,3.457,3.383,,86.117,2.322,20.2,12.3,3.55
26/02/2024,17:00,0.674,2.108,2.783,12.617,,87.15,1.539,20.15,28.87,3.15
26/02/2024,18:00,0.8,4.196,4.995,8.117,,94.133,1.971,19.3,37.52,2.117
26/02/2024,19:00,0.331,2.446,2.777,1.55,,94.633,2.424,18.95,52.37,2.667
26/02/2024,20:00,0.212,2.094,2.307,9.467,,96.2,2.627,18.72,60.53,2.417
26/02/2024,21:00,0.339,1.138,1.477,1.667,,95.233,1.48,19.15,54.78,2.633
26/02/2024,22:00,0.328,1.285,1.613,0.18,,90.033,2.379,19.62,45.9,2.983
26/02/2024,23:00,0.163,1.377,1.54,4.267,,94.167,2.605,19.38,58.23,2.65
26/02/2024,24:00:00,0.313,0.905,1.218,5.033,,96.517,1.588,19.83,48.22,2.333
27/02/2024,1:00,0.212,0.297,0.509,14.76,,96.783,,19.98,19.45,3.05
27/02/2024,2:00,0.228,0.318,0.546,6.517,,97.267,1.994,19.97,17.38,2.65
27/02/2024,3:00,0.326,0.256,0.582,7.85,,96.95,2.154,19.9,5.62,2.633
27/02/2024,4:00,2.778,5.542,8.32,0.26,,97.867,2.078,19.88,294.45,1.417
27/02/2024,5:00,9.492,9.635,19.127,12.78,,97.333,2.378,19.8,234.03,3.183
27/02/2024,6:00,4.284,14.131,18.415,-0.25,,95.65,2.254,19.83,297.98,1.617
27/02/2024,7:00,4.351,16.844,21.195,10.033,,94.5,2.31,19.82,305.02,2.133
27/02/2024,8:00,6.41,15.286,21.696,8.283,,94.267,1.966,20.02,310.33,2.1
27/02/2024,9:00,7.75,12.379,20.128,9.367,,88.767,2.017,21.02,290.78,2.383
27/02/2024,10:00,13.538,12.122,25.661,5,,89.067,2.826,19.8,230.98,4.733
27/02/2024,11:00,16.781,13.024,29.806,0.983,,90.783,2.559,18.6,228.42,4.3
27/02/2024,12:00,18.081,11.627,29.708,,,87.333,1.757,19.07,227.87,3.867
27/02/2024,13:00,14.579,10.827,25.407,7.02,,77.067,1.904,20.45,227.75,3.95
27/02/2024,14:00,15.888,12.529,28.417,10.983,,73.083,2.384,20.68,225.25,3.9
27/02/2024,15:00,7.538,7.636,15.174,5.583,,57.033,2.91,22.17,247.8,3.65
27/02/2024,16:00,8.672,7.923,16.595,4.183,,50.433,1.897,22.12,230.22,5.183
27/02/2024,17:00,6.64,6.632,13.271,8.65,,51.35,1.751,22,236.45,4.633
27/02/2024,18:00,8.402,8.265,16.667,10.467,,54.633,2.328,21.4,223.9,4.55
27/02/2024,19:00,7.334,9.351,16.686,6.7,,57.117,2.348,20.55,231.83,3.167
27/02/2024,20:00,6.897,14.101,20.997,3.383,,61.467,1.591,19.57,241.18,1.85
27/02/2024,21:00,9.128,23.937,33.065,9.9,,65.883,2.836,19,246.88,0.9
27/02/2024,22:00,4.375,24.901,29.276,4.917,,67.75,1.853,18.65,281.17,0.6
27/02/2024,23:00,10.171,24.381,34.552,4.45,,73.8,2.717,17.83,87.6,0.5
27/02/2024,24:00:00,5.952,20.473,26.425,10.333,,78.967,2.108,16.95,128.72,0.567
28/02/2024,1:00,,,,3.72,,82.783,3.076,16.23,178.35,0.6
28/02/2024,2:00,22.425,17.811,40.236,5.883,,85.55,4.233,15.55,284.92,0.6
28/02/2024,3:00,29.067,18.016,47.083,-2.117,,85.983,3.237,15.42,228.8,0.383
28/02/2024,4:00,23.329,15.139,38.469,18.067,,87.4,3.047,15.2,247.4,0.517
28/02/2024,5:00,27.783,15.235,43.018,8.8,,89.15,3.24,14.9,176.05,0.517
28/02/2024,6:00,86.481,27.036,113.517,5.15,,89.4,6.398,14.78,58.83,0.533
28/02/2024,7:00,106.852,35.861,142.713,33.2,,86.283,5.881,15.32,148.87,0.517
28/02/2024,8:00,53.272,33.248,86.519,8.5,,78.1,3.949,18.67,184.12,0.533
28/02/2024,9:00,42.107,28.471,70.578,17.367,,71.317,3.691,20,200.55,1.65
28/02/2024,10:00,25.84,18.559,44.399,25.067,,62.933,7.395,21.07,196.75,1.95
28/02/2024,11:00,17.226,15.119,32.344,10.833,,56.233,3.332,21.95,216.85,2.633
28/02/2024,12:00,14.24,14.825,29.065,9.7,,55.167,3.04,22.77,221.4,2.483
28/02/2024,13:00,16.194,14.541,30.735,17.183,,51.417,3.578,23.63,209.9,3.2
28/02/2024,14:00,13.4,11.948,25.348,16.5,,50.083,2.808,23.72,222.13,4.35
28/02/2024,15:00,11.305,9.177,20.482,10.983,,45.717,2.973,23.65,220.13,5
28/02/2024,16:00,10.838,8.767,19.606,33.433,,49.65,1.995,23.22,210.15,5.4
28/02/2024,17:00,8.498,6.98,15.478,25.083,,54.95,1.794,22.4,214.93,5.733
28/02/2024,18:00,7.957,8.279,16.236,3.433,,60.233,2.528,21.87,210.98,5.2
28/02/2024,19:00,6.49,9.765,16.255,14.6,,66.567,3.569,21.12,208.65,4.967
28/02/2024,20:00,5.117,11.487,16.603,14.833,,73.333,1.789,20.43,209.7,3.85
28/02/2024,21:00,5.57,13.192,18.762,8.4,,77.283,2.093,20.13,210.33,3.583
28/02/2024,22:00,5.86,14.852,20.713,7.783,,78.883,1.772,19.98,209.08,2.467
28/02/2024,23:00,5.905,21.891,27.796,20.95,,78.683,2.07,19.73,195.32,1.85
28/02/2024,24:00:00,5.344,14.415,19.759,17.4,,81.667,1.934,19,210.02,2.017
29/02/2024,1:00,3.535,9.925,13.461,4.967,,77.033,,18.85,200.22,2.033
29/02/2024,2:00,2.18,9.102,11.282,12.95,,76,2.551,18.57,201.87,2.083
29/02/2024,3:00,6.825,13.568,20.393,1.583,,75.417,2.467,18,211.2,1.867
29/02/2024,4:00,10.106,20.804,30.91,16.95,,77.133,1.642,17.45,212.18,2.117
29/02/2024,5:00,16.114,21.525,37.639,8.017,,78.25,2.612,16.75,200.83,1.617
29/02/2024,6:00,34.556,30.326,64.883,5.217,,79.617,4.046,16.32,207.22,2.333
29/02/2024,7:00,42.375,32.294,74.67,17.033,,79.917,3.512,16.07,207.63,2.567
29/02/2024,8:00,36.977,25.717,62.695,6.783,,73.717,4.657,17.18,169.83,1.733
29/02/2024,9:00,27.171,25.034,52.205,9.417,,62.883,6.718,18.97,138.07,1.883
29/02/2024,10:00,15.582,17.107,32.689,19.55,,55.4,5.781,20.7,139.22,2.567
29/02/2024,11:00,11.2,12.703,23.903,0.3,,50.867,5.108,21.93,133.82,2.5
29/02/2024,12:00,4.592,6.567,11.159,10.05,,50.033,3.843,22.82,111.77,1.733
29/02/2024,13:00,5.19,7.858,13.049,11.95,,46.45,2.338,23.53,129.1,2.417
29/02/2024,14:00,2.298,5.046,7.345,12.05,,47.517,2.104,23.97,72.8,2
29/02/2024,15:00,15.352,20.281,35.633,7.417,,41.983,8.947,24.3,156.83,1.767
29/02/2024,16:00,4.949,9.461,14.41,16.317,,45.017,4.5,23.98,126.93,2.033
29/02/2024,17:00,5.237,12.437,17.674,15.517,,53.6,3.257,23.28,237.9,1.95
29/02/2024,18:00,7.348,11.846,19.193,7.817,,58.117,2.139,22.85,230.93,3.183
29/02/2024,19:00,7.415,12.59,20.005,15.967,,62.033,2.083,22.13,219.07,3.067
29/02/2024,20:00,6.555,13.957,20.512,10.433,,67.867,2.483,20.95,216.55,2.617
29/02/2024,21:00,6.524,13.479,20.002,12.067,,73.017,2.106,20.13,223.98,2.333
29/02/2024,22:00,7.736,15.618,23.354,7.517,,75.033,2.396,19.63,217.63,2.467
29/02/2024,23:00,7.58,22.215,29.795,12.733,,75.483,2.288,19.27,211.62,2.133
29/02/2024,24:00:00,6.562,19.437,25.999,10.217,,75.067,2.236,18.85,216.73,1.917
1/03/2024,1:00,,,,13.2,,77.433,2.085,18.32,236.32,1.267
1/03/2024,2:00,3.567,23.011,26.578,17.133,,81.5,3.091,17.47,192.38,0.583
1/03/2024,3:00,3.687,19.923,23.61,9.05,,84.567,2.262,16.6,183.62,0.4
1/03/2024,4:00,6.704,18.184,24.888,-0.8,,87.183,2.298,15.73,166.45,0.533
1/03/2024,5:00,42.246,22.724,64.97,12.2,,87.683,3.808,15.55,166.02,0.533
1/03/2024,6:00,76.262,26.821,103.082,5.35,,88.367,3.649,15.33,304.13,0.533
1/03/2024,7:00,67.797,33.169,100.966,6.817,,87.433,5.391,16.37,235.45,0.85
1/03/2024,8:00,72.137,35.318,107.455,17.467,,82.25,5.02,17.55,216.98,0.933
1/03/2024,9:00,31.948,22.946,54.894,8.517,,74.833,3.449,19.95,219.85,1.383
1/03/2024,10:00,15.292,13.81,29.102,22.9,,69.45,2.167,21.5,221.4,3.917
1/03/2024,11:00,12.958,11.695,24.653,24.933,,63.717,2.27,22.33,225.17,5.05
1/03/2024,12:00,10.305,8.593,18.898,20.783,,64.25,2.227,22.17,228.32,5.95
1/03/2024,13:00,11.602,9.413,21.015,10.283,,62.45,2.264,22.15,234.42,5.75
1/03/2024,14:00,9.974,9.55,19.524,18.433,,60.717,2.58,22.38,232.02,5.433
1/03/2024,15:00,8.592,8.408,17,10.817,,56.067,1.576,22.32,223.45,6.133
1/03/2024,16:00,8.27,7.421,15.691,19.483,,56.167,2.651,21.88,218.32,5.883
1/03/2024,17:00,7.341,7.339,14.68,19.55,,59.183,1.986,21.43,214.68,5.8
1/03/2024,18:00,6.378,6.553,12.932,15,,61.867,2.678,20.92,214.42,5.383
1/03/2024,19:00,6.838,8.842,15.681,18.9,,65.033,2.039,20,213.92,5.033
1/03/2024,20:00,6.937,10.742,17.679,8.433,-3.2,68.883,1.748,19.48,214.57,4.3
1/03/2024,21:00,6.017,9.567,15.583,7.367,-1.333,69.45,1.257,19.17,215.38,3.617
1/03/2024,22:00,5.711,9.594,15.305,17.033,-1.45,69.483,2.415,19.02,215.35,3.483
